Order_ID,Order_Date,Shipping_Date,Delivery_Date,Expected_Delivery_Date,Warehouse_Location,Customer_Location,Shipping_Mode,Order_Priority,Distance_km,Order_Quantity,Order_Value_INR,Delayed
ORD-00967,2022-08-01,2022-08-05,2022-08-10,2022-08-08,Mumbai,Indore,Express,Medium,2410.0,75,30330.33,1
ORD-00968,2023-10-03,2023-10-03,2023-10-05,2023-10-08,Chennai,Vadodara,Standard,Medium,166.0,176,9634.49,0
ORD-00969,2022-08-05,2022-08-07,2022-08-12,2022-08-10,Chennai,Chandigarh,Express,High,986.0,136,14023.57,1
ORD-00970,2022-09-28,2022-09-28,2022-09-29,2022-09-29,Hyderabad,Coimbatore,Same Day,Medium,624.0,143,20744.83,0
ORD-00971,2023-11-08,2023-11-09,2023-11-21,2023-11-17,Bangalore,Kochi,Economy,High,2341.0,32,35112.52,1
ORD-00972,2022-03-25,2022-03-30,2022-04-02,2022-04-07,Mumbai,Visakhapatnam,Economy,Medium,586.0,181,32116.81,0
ORD-00973,2022-06-10,2022-06-12,2022-06-17,2022-06-20,Ahmedabad,Visakhapatnam,Economy,Low,1675.0,67,26845.62,0
ORD-00974,2022-09-03,2022-09-09,2022-09-13,2022-09-12,Ahmedabad,Surat,Express,Critical,2172.0,4,38536.32,1
ORD-00975,2022-06-27,2022-07-02,2022-07-04,2022-07-05,Bangalore,Visakhapatnam,Express,Medium,435.0,30,38017.92,0
ORD-00976,2023-07-20,2023-07-21,2023-07-22,2023-07-22,Mumbai,Agra,Same Day,High,524.0,13,31084.03,0
ORD-00977,2022-03-18,2022-03-22,2022-03-25,2022-03-30,Chennai,Vadodara,Economy,Medium,467.0,21,39456.01,0
ORD-00978,2022-06-10,2022-06-13,2022-06-21,2022-06-18,Chennai,Bhopal,Standard,High,2444.0,41,17046.04,1
ORD-00979,2022-01-03,2022-01-06,2022-01-08,2022-01-11,Hyderabad,Bhubaneswar,Standard,High,,121,44121.85,0
ORD-00980,2023-02-23,2023-02-26,2023-03-03,2023-03-03,Hyderabad,Nagpur,Standard,Low,1004.0,19,30938.05,0
ORD-00981,2023-04-07,2023-04-08,2023-04-09,2023-04-11,Delhi,Patna,Express,High,925.0,48,41206.99,0
ORD-00982,2023-12-07,2023-12-12,2023-12-15,2023-12-17,Bangalore,Bhopal,Standard,Medium,,86,27540.82,0
ORD-00983,2023-09-01,2023-09-04,2023-09-08,2023-09-09,Kolkata,Coimbatore,Standard,High,1252.0,63,11312.69,0
ORD-00984,2023-04-27,2023-04-28,2023-05-04,2023-05-03,Mumbai,Chandigarh,Standard,Medium,1255.0,148,27349.3,1
ORD-00985,2022-10-26,2022-11-01,2022-11-05,2022-11-06,Bangalore,Kochi,Standard,High,713.0,192,18870.03,0
ORD-00986,2022-02-03,2022-02-04,2022-02-05,2022-02-12,Ahmedabad,Patna,Economy,Low,74.0,37,35026.2,0
ORD-00987,2022-08-26,2022-08-28,2022-09-02,2022-09-02,Mumbai,Nagpur,Standard,Medium,2040.0,31,24051.79,0
ORD-00988,2022-10-23,2022-10-28,2022-10-31,2022-10-31,Hyderabad,Surat,Express,High,1253.0,74,41887.58,0
ORD-00989,2023-12-25,2023-12-26,2023-12-27,2023-12-29,Hyderabad,Agra,Express,High,759.0,146,34064.59,0
ORD-00990,2022-10-17,2022-10-19,2022-10-28,2022-10-27,Delhi,Coimbatore,Economy,Low,1929.0,107,34384.95,1
ORD-00991,2023-12-21,2023-12-26,2024-01-01,2023-12-31,Kolkata,Bhopal,Standard,Medium,1234.0,103,11249.19,1
ORD-00992,2023-04-10,2023-04-17,2023-04-29,2023-04-25,Delhi,Bhubaneswar,Economy,Medium,2274.0,110,49220.36,1
ORD-00993,2022-03-14,2022-03-15,2022-03-16,2022-03-18,Ahmedabad,Kochi,Express,Medium,334.0,20,42162.92,0
ORD-00994,2023-12-05,2023-12-12,2023-12-14,2023-12-20,Kolkata,Jaipur,Economy,Medium,112.0,139,39555.74,0
ORD-00995,2022-08-28,2022-09-01,2022-09-06,2022-09-09,Pune,Bhopal,,High,1052.0,86,16845.65,0
ORD-00996,2022-09-28,2022-09-29,2022-10-04,2022-10-04,Mumbai,Coimbatore,Standard,Medium,711.0,44,27013.77,0
ORD-00997,2023-10-03,2023-10-05,2023-10-11,2023-10-10,Delhi,Indore,Standard,High,2253.0,82,7286.61,1
ORD-00998,2023-08-27,2023-09-02,2023-09-08,2023-09-07,Hyderabad,Indore,Standard,High,1542.0,64,27154.56,1
ORD-00999,2023-11-09,2023-11-13,2023-11-17,2023-11-16,Delhi,Bhubaneswar,Express,Medium,1016.0,122,7721.52,1
ORD-01000,2022-07-22,2022-07-22,2022-07-23,2022-07-27,Pune,Vadodara,Standard,Medium,898.0,162,27875.37,0
ORD-01001,2023-03-12,2023-03-19,2023-03-22,2023-03-24,Delhi,Lucknow,Standard,Medium,1157.0,87,32611.73,0
ORD-01002,2022-04-28,2022-05-01,2022-05-04,2022-05-04,Mumbai,Bhubaneswar,Express,Medium,738.0,65,19814.7,0
ORD-01003,2023-07-12,2023-07-17,2023-07-19,2023-07-22,Pune,Kochi,Standard,High,197.0,55,25177.97,0
ORD-01004,2022-08-19,2022-08-19,2022-08-20,2022-08-24,Bangalore,Indore,Standard,Medium,391.0,74,43844.84,0
ORD-01005,2023-10-26,2023-10-27,2023-10-28,2023-10-30,Bangalore,Surat,Express,High,1136.0,117,5873.88,0
ORD-01006,2022-06-02,2022-06-06,2022-06-13,2022-06-11,Bangalore,Surat,Standard,Medium,1774.0,129,39690.78,1
ORD-01007,2022-09-30,2022-10-02,2022-10-09,2022-10-07,Hyderabad,Vadodara,Standard,Medium,1433.0,166,8952.35,1
ORD-01008,2022-05-26,2022-05-31,2022-06-01,2022-06-03,Hyderabad,Indore,Express,Low,376.0,137,2317.05,0
ORD-01009,2022-03-15,2022-03-21,2022-03-23,2022-03-24,Bangalore,Kochi,Express,Low,1842.0,95,9685.94,0
ORD-01010,2022-03-03,2022-03-06,2022-03-15,2022-03-14,Bangalore,Chandigarh,Economy,Medium,1809.0,199,38369.64,1
ORD-01011,2022-06-19,2022-06-24,2022-06-27,2022-06-27,Bangalore,Nagpur,Express,Medium,1039.0,145,20553.74,0
ORD-01012,2022-11-11,2022-11-15,2022-11-19,2022-11-18,Chennai,Nagpur,Express,High,2312.0,99,43689.77,1
ORD-01013,2023-09-02,2023-09-07,2023-09-10,2023-09-10,Bangalore,Kochi,Express,High,1001.0,112,26473.02,0
ORD-01014,2023-08-06,2023-08-10,2023-08-13,2023-08-18,Pune,Jaipur,Economy,Medium,772.0,52,1601.39,0
ORD-01015,2022-10-23,2022-10-25,2022-11-01,2022-11-02,Chennai,Nagpur,Economy,Medium,2129.0,146,35977.32,0
ORD-01016,2023-03-26,2023-03-29,2023-04-09,2023-04-06,Chennai,Patna,Economy,Medium,2382.0,191,5956.53,1
ORD-01017,2022-05-08,2022-05-12,2022-05-13,2022-05-15,Mumbai,Agra,Express,Medium,478.0,33,39574.29,0
ORD-01018,2023-04-25,2023-04-26,2023-05-01,2023-05-01,Delhi,Nagpur,Standard,Medium,1550.0,4,8821.08,0
ORD-01019,2023-12-07,2023-12-10,2023-12-11,2023-12-15,Hyderabad,Patna,Standard,Medium,,87,17599.6,0
ORD-01020,2022-11-08,2022-11-10,2022-11-14,2022-11-15,Hyderabad,Indore,Standard,Medium,2115.0,75,38182.94,0
ORD-01021,2023-12-18,2023-12-20,2023-12-23,2023-12-28,Delhi,Vadodara,Economy,Low,818.0,180,47734.45,0
ORD-01022,2023-02-17,2023-02-18,2023-02-22,2023-02-21,Hyderabad,Chandigarh,Express,Low,1444.0,9,18885.98,1
ORD-01023,2022-10-06,2022-10-08,2022-10-10,2022-10-09,Delhi,Bhubaneswar,Same Day,Low,243.0,64,41555.31,1
ORD-01024,2023-05-28,2023-05-30,2023-06-04,2023-06-04,Pune,Chandigarh,Standard,High,1037.0,30,9944.22,0
ORD-01025,2023-07-07,2023-07-13,2023-07-18,2023-07-21,Mumbai,Nagpur,Economy,Medium,1186.0,136,40455.4,0
ORD-01026,2023-05-21,2023-05-24,2023-05-30,2023-05-29,Bangalore,Agra,Standard,Medium,2211.0,133,33045.96,1
ORD-01027,2023-03-25,2023-03-28,2023-04-04,2023-04-02,Mumbai,Vadodara,Standard,Medium,1751.0,76,10040.8,1
ORD-01028,2022-03-24,2022-03-31,2022-04-04,2022-04-05,Ahmedabad,Nagpur,Standard,High,996.0,191,15473.95,0
ORD-01029,2023-09-05,2023-09-08,2023-09-10,2023-09-11,Mumbai,Visakhapatnam,Express,High,880.0,129,7022.66,0
ORD-01030,2022-02-10,2022-02-13,2022-02-14,2022-02-16,Delhi,Kochi,Express,High,1970.0,15,19456.87,0
ORD-01031,2023-03-19,2023-03-23,2023-03-24,2023-03-31,Ahmedabad,Bhubaneswar,Economy,Low,104.0,89,10580.61,0
ORD-01032,2022-11-27,2022-12-02,2022-12-05,2022-12-07,Delhi,Nagpur,Standard,Medium,849.0,166,32377.9,0
ORD-01033,2023-09-11,2023-09-17,2023-09-19,2023-09-20,Bangalore,Lucknow,Express,High,827.0,170,49728.0,0
ORD-01034,2022-09-14,2022-09-15,2022-09-19,2022-09-18,Kolkata,Agra,Express,Low,1531.0,128,1094.45,1
ORD-01035,2022-01-27,2022-02-02,2022-02-09,2022-02-07,Ahmedabad,Agra,Standard,Medium,1951.0,174,27275.53,1
ORD-01036,2022-04-04,2022-04-05,2022-04-17,2022-04-13,Bangalore,Vadodara,Economy,High,2259.0,181,28896.5,1
ORD-01037,2022-08-23,2022-08-26,2022-08-28,2022-08-27,Bangalore,Lucknow,Same Day,Medium,2184.0,26,45753.34,1
ORD-01038,2023-11-22,2023-11-25,2023-11-26,2023-11-26,Hyderabad,Jaipur,,Low,104.0,61,25547.26,0
ORD-01039,2023-08-13,2023-08-16,2023-08-26,2023-08-24,Hyderabad,Indore,Economy,Low,1873.0,123,27413.22,1
ORD-01040,2023-08-25,2023-08-28,2023-08-29,2023-08-29,Kolkata,Patna,Same Day,Medium,1251.0,67,23846.81,0
ORD-01041,2022-01-22,2022-01-27,2022-01-30,2022-02-01,Kolkata,Chandigarh,Standard,Low,882.0,182,13810.76,0
ORD-01042,2023-11-20,2023-11-22,2023-11-23,2023-11-23,Mumbai,Indore,Same Day,High,362.0,150,3273.44,0
ORD-01043,2022-10-03,2022-10-06,2022-10-13,2022-10-11,Bangalore,Agra,Standard,High,1908.0,26,20728.56,1
ORD-01044,2023-08-14,2023-08-16,2023-08-23,2023-08-21,Kolkata,Patna,Standard,Low,2057.0,83,3103.28,1
ORD-01045,2022-02-11,2022-02-14,2022-02-21,2022-02-19,Delhi,Patna,Standard,High,2056.0,108,27749.38,1
ORD-01046,2022-06-29,2022-06-30,2022-07-04,2022-07-01,Bangalore,Bhopal,Same Day,Medium,1840.0,111,15711.04,1
ORD-01047,2023-04-27,2023-04-28,2023-04-29,2023-04-29,Chennai,Visakhapatnam,Same Day,Low,377.0,60,26913.32,0
ORD-01048,2023-06-16,2023-06-20,2023-06-23,2023-06-25,Delhi,Nagpur,Standard,High,1337.0,39,7147.7,0
ORD-01049,2023-10-30,2023-10-30,2023-11-03,2023-10-31,Ahmedabad,Jaipur,Same Day,High,2193.0,123,46665.18,1
ORD-01050,2023-03-29,2023-03-31,2023-04-04,2023-04-08,Kolkata,Nagpur,Economy,High,1161.0,36,44778.8,0
ORD-01051,2022-10-12,2022-10-19,2022-10-22,2022-10-24,Hyderabad,Jaipur,Standard,,1361.0,21,9904.83,0
ORD-01052,2022-07-05,2022-07-10,2022-07-12,2022-07-15,Delhi,Indore,Standard,High,501.0,169,17500.49,0
ORD-01053,2023-08-23,2023-08-27,2023-08-29,2023-08-28,Hyderabad,Coimbatore,Same Day,High,1573.0,118,30867.89,1
ORD-01054,2023-03-23,2023-03-26,2023-03-27,2023-03-31,Delhi,Coimbatore,Standard,Medium,214.0,48,5236.47,0
ORD-01055,2023-10-13,2023-10-19,2023-10-20,2023-10-22,Hyderabad,Kochi,Express,High,231.0,26,18051.11,0
ORD-01056,2023-05-19,2023-05-22,2023-05-24,2023-05-27,Pune,Kochi,Standard,Critical,959.0,191,12930.06,0
ORD-01057,2022-04-04,2022-04-09,2022-04-10,2022-04-12,Delhi,Indore,Express,High,872.0,36,45818.08,0
ORD-01058,2023-04-27,2023-05-02,2023-05-04,2023-05-03,Ahmedabad,Vadodara,Same Day,Low,993.0,152,42699.28,1
ORD-01059,2022-12-23,2022-12-25,2022-12-30,2022-12-28,Hyderabad,Bhubaneswar,Express,Medium,2051.0,128,29201.72,1
ORD-01060,2023-02-23,2023-02-27,2023-03-09,2023-03-07,Chennai,Lucknow,Economy,Medium,2104.0,149,26257.14,1
ORD-01061,2022-12-08,2022-12-15,2022-12-16,2022-12-23,Ahmedabad,Visakhapatnam,Economy,Low,379.0,146,46570.93,0
ORD-01062,2022-11-25,2022-11-30,2022-12-01,2022-12-01,Mumbai,Patna,Same Day,Critical,824.0,15,46655.18,0
ORD-01063,2023-11-18,2023-11-19,2023-11-26,2023-11-22,Delhi,Jaipur,Express,Low,2248.0,79,48481.84,1
ORD-01064,2022-04-18,2022-04-21,2022-04-23,2022-04-26,Chennai,Surat,Standard,Low,196.0,134,6706.25,0
ORD-01065,2022-06-14,2022-06-19,2022-06-20,2022-06-22,Mumbai,Coimbatore,Express,Critical,964.0,171,8447.61,0
ORD-01066,2022-12-04,2022-12-07,2022-12-13,2022-12-12,Delhi,Nagpur,Standard,Medium,1621.0,159,33998.47,1
ORD-01067,2023-02-26,2023-02-27,2023-03-06,2023-03-07,Chennai,Indore,Economy,Low,1358.0,28,27301.01,0
ORD-01068,2023-12-12,2023-12-18,2023-12-19,2023-12-23,Chennai,Patna,Standard,Medium,131.0,136,1414.06,0
ORD-01069,2023-05-23,2023-05-26,2023-05-28,2023-05-29,Ahmedabad,Coimbatore,Express,High,563.0,157,3567.76,0
ORD-01070,2022-10-23,2022-10-25,2022-10-30,2022-10-30,Pune,Jaipur,Standard,Low,1970.0,149,44459.98,0
ORD-01071,2023-11-10,2023-11-12,2023-11-13,2023-11-13,Chennai,Chandigarh,Same Day,Critical,1989.0,120,43509.1,0
ORD-01072,2023-02-15,2023-02-16,2023-02-20,2023-02-24,Pune,Bhubaneswar,Economy,Medium,795.0,88,18184.91,0
ORD-01073,2023-07-18,2023-07-22,2023-07-26,2023-07-27,Kolkata,Nagpur,Standard,Medium,1459.0,186,44607.01,0
ORD-01074,2022-02-07,2022-02-07,2022-02-12,2022-02-15,Ahmedabad,Kochi,Economy,Medium,756.0,188,29886.92,0
ORD-01075,2023-04-11,2023-04-13,2023-04-18,2023-04-18,Bangalore,Indore,Standard,High,520.0,178,40392.33,0
ORD-01076,2022-04-01,2022-04-09,2022-04-10,2022-04-12,Hyderabad,Coimbatore,Express,Medium,445.0,31,21657.84,0
ORD-01077,2022-11-19,2022-11-26,2022-12-02,2022-12-04,Ahmedabad,Kochi,Economy,Medium,1605.0,47,6113.22,0
ORD-01078,2022-09-16,2022-09-18,2022-09-23,2022-09-23,Mumbai,Jaipur,Standard,Medium,2358.0,34,21969.49,0
ORD-01079,2022-11-28,2022-12-05,2022-12-09,2022-12-13,Hyderabad,Kochi,Economy,High,854.0,2,23136.34,0
ORD-01080,2022-04-29,2022-04-29,2022-05-01,2022-05-04,Hyderabad,Coimbatore,Standard,Low,983.0,106,27771.74,0
ORD-01081,2023-02-18,2023-02-19,2023-02-24,2023-02-24,Bangalore,Agra,Standard,High,1329.0,195,5726.34,0
ORD-01082,2023-06-11,2023-06-13,2023-06-22,2023-06-21,Pune,Coimbatore,Economy,High,1807.0,94,49574.39,1
ORD-01083,2022-01-02,2022-01-04,2022-01-05,2022-01-09,Bangalore,Nagpur,Standard,Low,954.0,72,12584.77,0
ORD-01084,2023-11-05,2023-11-06,2023-11-09,2023-11-14,Bangalore,Lucknow,Economy,Low,1126.0,52,10328.34,0
ORD-01085,2023-07-10,2023-07-18,2023-07-28,2023-07-26,Hyderabad,Coimbatore,Economy,Medium,1940.0,135,26576.74,1
ORD-01086,2023-04-19,2023-04-22,2023-04-27,2023-04-27,Chennai,Patna,Standard,Medium,1573.0,147,27091.8,0
ORD-01087,2023-02-28,2023-03-08,2023-03-10,2023-03-11,Pune,Lucknow,Express,Low,1437.0,90,22271.13,0
ORD-01088,2022-02-25,2022-02-28,2022-03-02,2022-03-05,Hyderabad,Indore,Standard,Medium,1353.0,92,38708.66,0
ORD-01089,2022-07-12,2022-07-15,2022-07-17,2022-07-18,Pune,Lucknow,Express,Medium,642.0,143,26074.39,0
ORD-01090,2023-06-15,2023-06-22,2023-07-01,2023-06-27,Kolkata,Bhopal,Standard,Medium,2156.0,78,30679.93,1
ORD-01091,2023-01-06,2023-01-08,2023-01-09,2023-01-13,Pune,Coimbatore,Standard,Medium,177.0,176,36325.45,0
ORD-01092,2023-09-30,2023-10-05,2023-10-06,2023-10-10,Delhi,Patna,Standard,Medium,785.0,125,1738.74,0
ORD-01093,2023-05-26,2023-05-28,2023-05-29,2023-05-31,Chennai,Jaipur,Express,High,570.0,142,28746.89,0
ORD-01094,2023-10-03,2023-10-06,2023-10-07,2023-10-14,Mumbai,Patna,Economy,Critical,286.0,131,44267.63,0
ORD-01095,2023-03-29,2023-03-31,2023-04-08,2023-04-08,Delhi,Bhopal,Economy,High,1354.0,50,1360.74,0
ORD-01096,2022-02-22,2022-02-23,2022-02-25,2022-02-24,Delhi,Surat,Same Day,Medium,1831.0,93,20556.51,1
ORD-01097,2022-07-28,2022-07-30,2022-07-31,2022-08-02,Bangalore,Lucknow,Express,Medium,1351.0,124,46348.26,0
ORD-01098,2022-10-01,2022-10-05,2022-10-15,2022-10-13,Bangalore,Vadodara,Economy,Medium,2101.0,54,17981.14,1
ORD-01099,2023-07-17,2023-07-19,2023-07-21,2023-07-24,Delhi,Patna,Standard,Low,491.0,134,23207.08,0
ORD-01100,2022-05-15,2022-05-20,2022-05-22,2022-05-21,Hyderabad,Kochi,Same Day,Low,2126.0,177,49086.3,1
ORD-01101,2022-10-22,2022-10-23,2022-10-27,2022-10-31,Pune,Jaipur,Economy,High,854.0,151,10366.53,0
ORD-01102,2023-03-25,2023-03-29,2023-03-30,2023-04-03,Pune,Coimbatore,Standard,Medium,124.0,78,3730.13,0
ORD-01103,2023-12-17,2023-12-20,2023-12-25,2023-12-23,Ahmedabad,Coimbatore,Express,Medium,2225.0,78,43041.42,1
ORD-01104,2023-05-12,2023-05-16,2023-05-26,2023-05-24,Hyderabad,Agra,Economy,Critical,2139.0,20,43489.03,1
ORD-01105,2022-05-05,2022-05-09,2022-05-13,2022-05-17,Chennai,Chandigarh,Economy,Low,1429.0,91,23867.85,0
ORD-01106,2022-01-30,2022-02-03,2022-02-04,2022-02-04,Hyderabad,Indore,Same Day,Low,90.0,188,25953.26,0
ORD-01107,2023-10-08,2023-10-15,2023-10-24,2023-10-20,Hyderabad,Indore,Standard,Low,2131.0,99,41872.42,1
ORD-01108,2023-09-16,2023-09-16,2023-09-21,2023-09-21,Hyderabad,Agra,Standard,Medium,1750.0,173,37058.7,0
ORD-01109,2022-09-03,2022-09-08,2022-09-15,2022-09-13,Chennai,Visakhapatnam,Standard,High,1451.0,189,13624.88,1
ORD-01110,2023-12-28,2023-12-30,2023-12-31,2023-12-31,Ahmedabad,Indore,Same Day,,637.0,56,1336.22,0
ORD-01111,2022-06-12,2022-06-17,2022-06-23,2022-06-22,Chennai,Patna,Standard,Medium,1672.0,2,24245.16,1
ORD-01112,2022-11-15,2022-11-19,2022-11-21,2022-11-27,Kolkata,Lucknow,Economy,High,391.0,105,43016.16,0
ORD-01113,2023-07-19,2023-07-26,2023-08-02,2023-07-31,Ahmedabad,Patna,Standard,High,2124.0,173,44843.82,1
ORD-01114,2022-01-15,2022-01-20,2022-01-22,2022-01-25,Kolkata,Vadodara,Standard,Critical,695.0,168,47833.2,0
ORD-01115,2023-07-20,2023-07-26,2023-07-27,2023-07-29,Kolkata,Coimbatore,Express,High,780.0,112,44038.38,0
ORD-01116,2023-02-22,2023-02-22,2023-02-23,2023-02-23,Kolkata,Nagpur,Same Day,Medium,217.0,24,29212.16,0
ORD-01117,2022-04-06,2022-04-10,2022-04-11,2022-04-15,Pune,Kochi,Standard,Low,659.0,157,22507.98,0
ORD-01118,2022-08-19,2022-08-21,2022-08-24,2022-08-24,Delhi,Agra,Express,Low,2365.0,195,38855.07,0
ORD-01119,2022-04-27,2022-04-30,2022-05-02,2022-05-03,Delhi,Coimbatore,Express,Low,1822.0,109,37121.17,0
ORD-01120,2023-04-18,2023-04-18,2023-04-28,2023-04-23,Kolkata,Chandigarh,Standard,High,2090.0,68,27138.1,1
ORD-01121,2022-05-01,2022-05-05,2022-05-07,2022-05-10,Kolkata,Chandigarh,Standard,High,504.0,114,4822.7,0
ORD-01122,2023-10-26,2023-10-27,2023-11-05,2023-11-04,Mumbai,Kochi,Economy,Medium,1758.0,194,46341.03,1
ORD-01123,2022-06-07,2022-06-11,2022-06-12,2022-06-14,Bangalore,Bhopal,Express,Low,751.0,84,23052.33,0
ORD-01124,2023-05-26,2023-05-29,2023-06-04,2023-06-03,Delhi,Bhubaneswar,Standard,Medium,1649.0,182,18485.02,1
ORD-01125,2022-10-26,2022-10-31,2022-11-01,2022-11-08,Bangalore,Coimbatore,Economy,Critical,179.0,181,31663.59,0
ORD-01126,2023-06-06,2023-06-06,2023-06-16,2023-06-14,Bangalore,Coimbatore,Economy,Medium,1895.0,49,33854.98,1
ORD-01127,2023-12-24,2023-12-27,2023-12-28,2023-12-30,Mumbai,Nagpur,Express,High,1436.0,32,10929.05,0
ORD-01128,2022-10-07,2022-10-10,2022-10-12,2022-10-13,Bangalore,Jaipur,Express,High,742.0,61,41928.47,0
ORD-01129,2023-03-02,2023-03-07,2023-03-14,2023-03-15,Ahmedabad,Chandigarh,Economy,Critical,1444.0,170,14851.89,0
ORD-01130,2023-05-10,2023-05-14,2023-05-17,2023-05-22,Mumbai,Indore,Economy,High,843.0,129,9740.85,0
ORD-01131,2023-04-29,2023-05-07,2023-05-08,2023-05-08,Bangalore,Patna,Same Day,High,78.0,191,20616.79,0
ORD-01132,2022-09-07,2022-09-12,2022-09-13,2022-09-15,Bangalore,Bhopal,Express,Medium,198.0,102,36662.72,0
ORD-01133,2023-04-13,2023-04-15,2023-04-19,2023-04-18,Hyderabad,Coimbatore,Express,Low,1369.0,35,48290.18,1
ORD-01134,2023-07-19,2023-07-24,2023-07-27,2023-07-25,Bangalore,Bhubaneswar,Same Day,Medium,2108.0,51,40559.42,1
ORD-01135,2022-05-29,2022-06-03,2022-06-06,2022-06-08,Pune,Kochi,Standard,Low,1186.0,199,47047.24,0
ORD-01136,2023-01-28,2023-01-31,2023-02-01,2023-02-03,Ahmedabad,Surat,Express,Critical,236.0,45,7459.99,0
ORD-01137,2022-07-15,2022-07-16,2022-07-22,2022-07-24,Chennai,Jaipur,Economy,Medium,1300.0,77,4023.25,0
ORD-01138,2023-09-06,2023-09-13,2023-09-16,2023-09-16,Delhi,Bhubaneswar,Express,High,1383.0,113,28106.39,0
ORD-01139,2023-06-05,2023-06-10,2023-06-11,2023-06-13,Kolkata,Visakhapatnam,Express,Medium,147.0,65,14869.73,0
ORD-01140,2022-05-20,2022-05-24,2022-05-25,2022-05-27,Bangalore,Indore,Express,Medium,104.0,14,41488.72,0
ORD-01141,2022-03-13,2022-03-16,2022-03-21,2022-03-21,Ahmedabad,Bhubaneswar,Standard,Critical,807.0,93,33763.4,0
ORD-01142,2022-10-10,2022-10-17,2022-10-18,2022-10-20,Kolkata,Chandigarh,Express,Medium,455.0,131,48551.04,0
ORD-01143,2023-03-01,2023-03-09,2023-03-10,2023-03-10,Chennai,Visakhapatnam,Same Day,Medium,2166.0,24,13112.22,0
ORD-01144,2022-12-15,2022-12-17,2022-12-23,2022-12-22,Ahmedabad,Coimbatore,Standard,Low,1362.0,65,24546.31,1
ORD-01145,2023-06-04,2023-06-06,2023-06-15,2023-06-11,Delhi,Visakhapatnam,Standard,High,1835.0,176,25311.4,1
ORD-01146,2022-10-01,2022-10-02,2022-10-07,2022-10-10,Ahmedabad,Patna,Economy,Medium,800.0,138,12339.25,0
ORD-01147,2022-01-03,2022-01-06,2022-01-10,2022-01-11,Kolkata,Kochi,Standard,Medium,1812.0,13,29709.62,0
ORD-01148,2022-10-17,2022-10-20,2022-10-21,2022-10-25,Kolkata,Bhubaneswar,Standard,Medium,414.0,142,22442.66,0
ORD-01149,2022-11-02,2022-11-05,2022-11-14,2022-11-13,Hyderabad,Jaipur,Economy,High,2076.0,100,22612.72,1
ORD-01150,2023-08-25,2023-08-29,2023-08-30,2023-08-30,Bangalore,Bhubaneswar,Same Day,High,531.0,138,18455.46,0
ORD-01151,2023-08-17,2023-08-20,2023-08-23,2023-08-23,Mumbai,Coimbatore,Express,Medium,2298.0,168,1338.0,0
ORD-01152,2023-11-07,2023-11-09,2023-11-10,2023-11-17,Ahmedabad,Surat,Economy,Medium,203.0,151,26343.71,0
ORD-01153,2023-05-17,2023-05-20,2023-05-24,2023-05-25,Kolkata,Bhopal,Standard,High,1574.0,99,17094.77,0
ORD-01154,2022-06-02,2022-06-06,2022-06-08,2022-06-07,Pune,Chandigarh,Same Day,Medium,2170.0,55,565.33,1
ORD-01155,2023-04-03,2023-04-06,2023-04-10,2023-04-09,Delhi,Patna,Express,Medium,2393.0,63,15743.21,1
ORD-01156,2023-07-06,2023-07-08,2023-07-14,2023-07-16,Pune,Indore,Economy,Medium,1090.0,71,14292.1,0
ORD-01157,2023-05-11,2023-05-13,2023-05-16,2023-05-16,Chennai,Kochi,Express,High,1714.0,170,19975.68,0
ORD-01158,2022-12-20,2022-12-25,2022-12-26,2022-12-28,Ahmedabad,Kochi,Express,Medium,1290.0,99,7026.67,0
ORD-01159,2022-12-07,2022-12-14,2022-12-15,2022-12-17,Hyderabad,Visakhapatnam,Express,Medium,110.0,66,25630.35,0
ORD-01160,2023-07-20,2023-07-24,2023-07-26,2023-07-27,Delhi,Visakhapatnam,Express,High,988.0,79,34775.8,0
ORD-01161,2023-07-11,2023-07-17,2023-07-18,2023-07-18,Hyderabad,Bhopal,Same Day,High,1689.0,73,31694.19,0
ORD-01162,2023-01-22,2023-01-27,2023-02-04,2023-01-30,Mumbai,Lucknow,Express,Low,2139.0,47,40285.87,1
ORD-01163,2023-04-12,2023-04-20,2023-04-21,2023-04-23,Kolkata,Lucknow,Express,Medium,74.0,81,22874.41,0
ORD-01164,2022-11-26,2022-11-27,2022-11-29,2022-11-30,Bangalore,Vadodara,Express,High,1112.0,126,26195.04,0
ORD-01165,2022-07-13,2022-07-18,2022-07-20,2022-07-21,Delhi,Indore,Express,Critical,180.0,52,40614.9,0
ORD-01166,2023-12-16,2023-12-24,2023-12-28,2023-12-25,Chennai,Bhubaneswar,Same Day,High,1302.0,146,21671.21,1
ORD-01167,2022-09-02,2022-09-07,2022-09-08,2022-09-15,Bangalore,Visakhapatnam,Economy,Medium,157.0,146,35229.17,0
ORD-01168,2023-08-09,2023-08-12,2023-08-13,2023-08-15,Ahmedabad,Surat,Express,Medium,221.0,152,22012.82,0
ORD-01169,2023-01-28,2023-01-30,2023-02-05,2023-02-07,Mumbai,Kochi,Economy,High,1508.0,23,21177.94,0
ORD-01170,2022-08-28,2022-08-30,2022-08-31,2022-09-07,Mumbai,Bhubaneswar,Economy,High,151.0,140,38130.18,0
ORD-01171,2023-02-25,2023-02-26,2023-03-02,2023-03-01,Hyderabad,Kochi,Express,Medium,2372.0,151,9154.43,1
ORD-01172,2022-02-14,2022-02-16,2022-02-20,2022-02-19,Mumbai,Agra,Express,Medium,1686.0,21,17260.01,1
