Order_ID,Order_Date,Shipping_Date,Delivery_Date,Expected_Delivery_Date,Warehouse_Location,Customer_Location,Shipping_Mode,Order_Priority,Distance_km,Distance_Category,Order_Quantity,Order_Value_INR,Actual_Delivery_Days,Expected_Delivery_Days,Delay_Days,Is_Peak_Season,Is_Weekend,Order_Month,Delayed,Delay_Status
ORD-01002,2022-04-28,2022-05-01,2022-05-04,2022-05-04,Mumbai,Bhubaneswar,Express,Medium,738.0,Medium,65,19814.7,6,6,0,0,0,4,0,On Time
ORD-01003,2023-07-12,2023-07-17,2023-07-19,2023-07-22,Pune,Kochi,Standard,High,197.0,Short,55,25177.97,7,10,-3,0,0,7,0,On Time
ORD-01004,2022-08-19,2022-08-19,2022-08-20,2022-08-24,Bangalore,Indore,Standard,Medium,391.0,Medium,74,43844.84,1,5,-4,0,0,8,0,On Time
ORD-01005,2023-10-26,2023-10-27,2023-10-28,2023-10-30,Bangalore,Surat,Express,High,1136.0,Long,117,5873.88,2,4,-2,1,0,10,0,On Time
ORD-01006,2022-06-02,2022-06-06,2022-06-13,2022-06-11,Bangalore,Surat,Standard,Medium,1774.0,Very Long,129,39690.78,11,9,2,0,0,6,1,Delayed
ORD-01007,2022-09-30,2022-10-02,2022-10-09,2022-10-07,Hyderabad,Vadodara,Standard,Medium,1433.0,Long,166,8952.35,9,7,2,0,0,9,1,Delayed
ORD-01008,2022-05-26,2022-05-31,2022-06-01,2022-06-03,Hyderabad,Indore,Express,Low,376.0,Medium,137,2317.05,6,8,-2,0,0,5,0,On Time
ORD-01009,2022-03-15,2022-03-21,2022-03-23,2022-03-24,Bangalore,Kochi,Express,Low,1842.0,Very Long,95,9685.94,8,9,-1,0,0,3,0,On Time
ORD-01010,2022-03-03,2022-03-06,2022-03-15,2022-03-14,Bangalore,Chandigarh,Economy,Medium,1809.0,Very Long,199,38369.64,12,11,1,0,0,3,1,Delayed
ORD-01011,2022-06-19,2022-06-24,2022-06-27,2022-06-27,Bangalore,Nagpur,Express,Medium,1039.0,Long,145,20553.74,8,8,0,0,1,6,0,On Time
ORD-01012,2022-11-11,2022-11-15,2022-11-19,2022-11-18,Chennai,Nagpur,Express,High,2312.0,Very Long,99,43689.77,8,7,1,1,0,11,1,Delayed
ORD-01013,2023-09-02,2023-09-07,2023-09-10,2023-09-10,Bangalore,Kochi,Express,High,1001.0,Long,112,26473.02,8,8,0,0,1,9,0,On Time
ORD-01014,2023-08-06,2023-08-10,2023-08-13,2023-08-18,Pune,Jaipur,Economy,Medium,772.0,Medium,52,1601.39,7,12,-5,0,1,8,0,On Time
ORD-01015,2022-10-23,2022-10-25,2022-11-01,2022-11-02,Chennai,Nagpur,Economy,Medium,2129.0,Very Long,146,35977.32,9,10,-1,1,1,10,0,On Time
ORD-01016,2023-03-26,2023-03-29,2023-04-09,2023-04-06,Chennai,Patna,Economy,Medium,2382.0,Very Long,191,5956.53,14,11,3,0,1,3,1,Delayed
ORD-01017,2022-05-08,2022-05-12,2022-05-13,2022-05-15,Mumbai,Agra,Express,Medium,478.0,Medium,33,39574.29,5,7,-2,0,1,5,0,On Time
ORD-01018,2023-04-25,2023-04-26,2023-05-01,2023-05-01,Delhi,Nagpur,Standard,Medium,1550.0,Very Long,4,8821.08,6,6,0,0,0,4,0,On Time
ORD-01019,2023-12-07,2023-12-10,2023-12-11,2023-12-15,Hyderabad,Patna,Standard,Medium,,,87,17599.6,4,8,-4,1,0,12,0,On Time
ORD-01020,2022-11-08,2022-11-10,2022-11-14,2022-11-15,Hyderabad,Indore,Standard,Medium,2115.0,Very Long,75,38182.94,6,7,-1,1,0,11,0,On Time
ORD-01021,2023-12-18,2023-12-20,2023-12-23,2023-12-28,Delhi,Vadodara,Economy,Low,818.0,Long,180,47734.45,5,10,-5,1,0,12,0,On Time
ORD-01022,2023-02-17,2023-02-18,2023-02-22,2023-02-21,Hyderabad,Chandigarh,Express,Low,1444.0,Long,9,18885.98,5,4,1,0,0,2,1,Delayed
ORD-01023,2022-10-06,2022-10-08,2022-10-10,2022-10-09,Delhi,Bhubaneswar,Same Day,Low,243.0,Short,64,41555.31,4,3,1,1,0,10,1,Delayed
ORD-01024,2023-05-28,2023-05-30,2023-06-04,2023-06-04,Pune,Chandigarh,Standard,High,1037.0,Long,30,9944.22,7,7,0,0,1,5,0,On Time
ORD-01025,2023-07-07,2023-07-13,2023-07-18,2023-07-21,Mumbai,Nagpur,Economy,Medium,1186.0,Long,136,40455.4,11,14,-3,0,0,7,0,On Time
ORD-01026,2023-05-21,2023-05-24,2023-05-30,2023-05-29,Bangalore,Agra,Standard,Medium,2211.0,Very Long,133,33045.96,9,8,1,0,1,5,1,Delayed
ORD-01027,2023-03-25,2023-03-28,2023-04-04,2023-04-02,Mumbai,Vadodara,Standard,Medium,1751.0,Very Long,76,10040.8,10,8,2,0,1,3,1,Delayed
ORD-01028,2022-03-24,2022-03-31,2022-04-04,2022-04-05,Ahmedabad,Nagpur,Standard,High,996.0,Long,191,15473.95,11,12,-1,0,0,3,0,On Time
ORD-01029,2023-09-05,2023-09-08,2023-09-10,2023-09-11,Mumbai,Visakhapatnam,Express,High,880.0,Long,129,7022.66,5,6,-1,0,0,9,0,On Time
ORD-01030,2022-02-10,2022-02-13,2022-02-14,2022-02-16,Delhi,Kochi,Express,High,1970.0,Very Long,15,19456.87,4,6,-2,0,0,2,0,On Time
ORD-01031,2023-03-19,2023-03-23,2023-03-24,2023-03-31,Ahmedabad,Bhubaneswar,Economy,Low,104.0,Short,89,10580.61,5,12,-7,0,1,3,0,On Time
ORD-01032,2022-11-27,2022-12-02,2022-12-05,2022-12-07,Delhi,Nagpur,Standard,Medium,849.0,Long,166,32377.9,8,10,-2,1,1,11,0,On Time
ORD-01033,2023-09-11,2023-09-17,2023-09-19,2023-09-20,Bangalore,Lucknow,Express,High,827.0,Long,170,49728.0,8,9,-1,0,0,9,0,On Time
ORD-01034,2022-09-14,2022-09-15,2022-09-19,2022-09-18,Kolkata,Agra,Express,Low,1531.0,Very Long,128,1094.45,5,4,1,0,0,9,1,Delayed
ORD-01035,2022-01-27,2022-02-02,2022-02-09,2022-02-07,Ahmedabad,Agra,Standard,Medium,1951.0,Very Long,174,27275.53,13,11,2,0,0,1,1,Delayed
ORD-01036,2022-04-04,2022-04-05,2022-04-17,2022-04-13,Bangalore,Vadodara,Economy,High,2259.0,Very Long,181,28896.5,13,9,4,0,0,4,1,Delayed
ORD-01037,2022-08-23,2022-08-26,2022-08-28,2022-08-27,Bangalore,Lucknow,Same Day,Medium,2184.0,Very Long,26,45753.34,5,4,1,0,0,8,1,Delayed
ORD-01038,2023-11-22,2023-11-25,2023-11-26,2023-11-26,Hyderabad,Jaipur,,Low,104.0,Short,61,25547.26,4,4,0,1,0,11,0,On Time
ORD-01039,2023-08-13,2023-08-16,2023-08-26,2023-08-24,Hyderabad,Indore,Economy,Low,1873.0,Very Long,123,27413.22,13,11,2,0,1,8,1,Delayed
ORD-01040,2023-08-25,2023-08-28,2023-08-29,2023-08-29,Kolkata,Patna,Same Day,Medium,1251.0,Long,67,23846.81,4,4,0,0,0,8,0,On Time
ORD-01041,2022-01-22,2022-01-27,2022-01-30,2022-02-01,Kolkata,Chandigarh,Standard,Low,882.0,Long,182,13810.76,8,10,-2,0,1,1,0,On Time
ORD-01042,2023-11-20,2023-11-22,2023-11-23,2023-11-23,Mumbai,Indore,Same Day,High,362.0,Medium,150,3273.44,3,3,0,1,0,11,0,On Time
ORD-01043,2022-10-03,2022-10-06,2022-10-13,2022-10-11,Bangalore,Agra,Standard,High,1908.0,Very Long,26,20728.56,10,8,2,1,0,10,1,Delayed
ORD-01044,2023-08-14,2023-08-16,2023-08-23,2023-08-21,Kolkata,Patna,Standard,Low,2057.0,Very Long,83,3103.28,9,7,2,0,0,8,1,Delayed
ORD-01045,2022-02-11,2022-02-14,2022-02-21,2022-02-19,Delhi,Patna,Standard,High,2056.0,Very Long,108,27749.38,10,8,2,0,0,2,1,Delayed
ORD-01046,2022-06-29,2022-06-30,2022-07-04,2022-07-01,Bangalore,Bhopal,Same Day,Medium,1840.0,Very Long,111,15711.04,5,2,3,0,0,6,1,Delayed
ORD-01047,2023-04-27,2023-04-28,2023-04-29,2023-04-29,Chennai,Visakhapatnam,Same Day,Low,377.0,Medium,60,26913.32,2,2,0,0,0,4,0,On Time
ORD-01048,2023-06-16,2023-06-20,2023-06-23,2023-06-25,Delhi,Nagpur,Standard,High,1337.0,Long,39,7147.7,7,9,-2,0,0,6,0,On Time
ORD-01049,2023-10-30,2023-10-30,2023-11-03,2023-10-31,Ahmedabad,Jaipur,Same Day,High,2193.0,Very Long,123,46665.18,4,1,3,1,0,10,1,Delayed
ORD-01050,2023-03-29,2023-03-31,2023-04-04,2023-04-08,Kolkata,Nagpur,Economy,High,1161.0,Long,36,44778.8,6,10,-4,0,0,3,0,On Time
ORD-01051,2022-10-12,2022-10-19,2022-10-22,2022-10-24,Hyderabad,Jaipur,Standard,,1361.0,Long,21,9904.83,10,12,-2,1,0,10,0,On Time
ORD-01052,2022-07-05,2022-07-10,2022-07-12,2022-07-15,Delhi,Indore,Standard,High,501.0,Medium,169,17500.49,7,10,-3,0,0,7,0,On Time
ORD-01053,2023-08-23,2023-08-27,2023-08-29,2023-08-28,Hyderabad,Coimbatore,Same Day,High,1573.0,Very Long,118,30867.89,6,5,1,0,0,8,1,Delayed
ORD-01054,2023-03-23,2023-03-26,2023-03-27,2023-03-31,Delhi,Coimbatore,Standard,Medium,214.0,Short,48,5236.47,4,8,-4,0,0,3,0,On Time
ORD-01055,2023-10-13,2023-10-19,2023-10-20,2023-10-22,Hyderabad,Kochi,Express,High,231.0,Short,26,18051.11,7,9,-2,1,0,10,0,On Time
ORD-01056,2023-05-19,2023-05-22,2023-05-24,2023-05-27,Pune,Kochi,Standard,Critical,959.0,Long,191,12930.06,5,8,-3,0,0,5,0,On Time
ORD-01057,2022-04-04,2022-04-09,2022-04-10,2022-04-12,Delhi,Indore,Express,High,872.0,Long,36,45818.08,6,8,-2,0,0,4,0,On Time
ORD-01058,2023-04-27,2023-05-02,2023-05-04,2023-05-03,Ahmedabad,Vadodara,Same Day,Low,993.0,Long,152,42699.28,7,6,1,0,0,4,1,Delayed
ORD-01059,2022-12-23,2022-12-25,2022-12-30,2022-12-28,Hyderabad,Bhubaneswar,Express,Medium,2051.0,Very Long,128,29201.72,7,5,2,1,0,12,1,Delayed
ORD-01060,2023-02-23,2023-02-27,2023-03-09,2023-03-07,Chennai,Lucknow,Economy,Medium,2104.0,Very Long,149,26257.14,14,12,2,0,0,2,1,Delayed
ORD-01061,2022-12-08,2022-12-15,2022-12-16,2022-12-23,Ahmedabad,Visakhapatnam,Economy,Low,379.0,Medium,146,46570.93,8,15,-7,1,0,12,0,On Time
ORD-01062,2022-11-25,2022-11-30,2022-12-01,2022-12-01,Mumbai,Patna,Same Day,Critical,824.0,Long,15,46655.18,6,6,0,1,0,11,0,On Time
ORD-01063,2023-11-18,2023-11-19,2023-11-26,2023-11-22,Delhi,Jaipur,Express,Low,2248.0,Very Long,79,48481.84,8,4,4,1,1,11,1,Delayed
ORD-01064,2022-04-18,2022-04-21,2022-04-23,2022-04-26,Chennai,Surat,Standard,Low,196.0,Short,134,6706.25,5,8,-3,0,0,4,0,On Time
ORD-01065,2022-06-14,2022-06-19,2022-06-20,2022-06-22,Mumbai,Coimbatore,Express,Critical,964.0,Long,171,8447.61,6,8,-2,0,0,6,0,On Time
ORD-01066,2022-12-04,2022-12-07,2022-12-13,2022-12-12,Delhi,Nagpur,Standard,Medium,1621.0,Very Long,159,33998.47,9,8,1,1,1,12,1,Delayed
ORD-01067,2023-02-26,2023-02-27,2023-03-06,2023-03-07,Chennai,Indore,Economy,Low,1358.0,Long,28,27301.01,8,9,-1,0,1,2,0,On Time
ORD-01068,2023-12-12,2023-12-18,2023-12-19,2023-12-23,Chennai,Patna,Standard,Medium,131.0,Short,136,1414.06,7,11,-4,1,0,12,0,On Time
ORD-01069,2023-05-23,2023-05-26,2023-05-28,2023-05-29,Ahmedabad,Coimbatore,Express,High,563.0,Medium,157,3567.76,5,6,-1,0,0,5,0,On Time
ORD-01070,2022-10-23,2022-10-25,2022-10-30,2022-10-30,Pune,Jaipur,Standard,Low,1970.0,Very Long,149,44459.98,7,7,0,1,1,10,0,On Time
ORD-01071,2023-11-10,2023-11-12,2023-11-13,2023-11-13,Chennai,Chandigarh,Same Day,Critical,1989.0,Very Long,120,43509.1,3,3,0,1,0,11,0,On Time
ORD-01072,2023-02-15,2023-02-16,2023-02-20,2023-02-24,Pune,Bhubaneswar,Economy,Medium,795.0,Medium,88,18184.91,5,9,-4,0,0,2,0,On Time
ORD-01073,2023-07-18,2023-07-22,2023-07-26,2023-07-27,Kolkata,Nagpur,Standard,Medium,1459.0,Long,186,44607.01,8,9,-1,0,0,7,0,On Time
ORD-01074,2022-02-07,2022-02-07,2022-02-12,2022-02-15,Ahmedabad,Kochi,Economy,Medium,756.0,Medium,188,29886.92,5,8,-3,0,0,2,0,On Time
ORD-01075,2023-04-11,2023-04-13,2023-04-18,2023-04-18,Bangalore,Indore,Standard,High,520.0,Medium,178,40392.33,7,7,0,0,0,4,0,On Time
ORD-01076,2022-04-01,2022-04-09,2022-04-10,2022-04-12,Hyderabad,Coimbatore,Express,Medium,445.0,Medium,31,21657.84,9,11,-2,0,0,4,0,On Time
ORD-01077,2022-11-19,2022-11-26,2022-12-02,2022-12-04,Ahmedabad,Kochi,Economy,Medium,1605.0,Very Long,47,6113.22,13,15,-2,1,1,11,0,On Time
ORD-01078,2022-09-16,2022-09-18,2022-09-23,2022-09-23,Mumbai,Jaipur,Standard,Medium,2358.0,Very Long,34,21969.49,7,7,0,0,0,9,0,On Time
ORD-01079,2022-11-28,2022-12-05,2022-12-09,2022-12-13,Hyderabad,Kochi,Economy,High,854.0,Long,2,23136.34,11,15,-4,1,0,11,0,On Time
ORD-01080,2022-04-29,2022-04-29,2022-05-01,2022-05-04,Hyderabad,Coimbatore,Standard,Low,983.0,Long,106,27771.74,2,5,-3,0,0,4,0,On Time
ORD-01081,2023-02-18,2023-02-19,2023-02-24,2023-02-24,Bangalore,Agra,Standard,High,1329.0,Long,195,5726.34,6,6,0,0,1,2,0,On Time
ORD-01082,2023-06-11,2023-06-13,2023-06-22,2023-06-21,Pune,Coimbatore,Economy,High,1807.0,Very Long,94,49574.39,11,10,1,0,1,6,1,Delayed
ORD-01083,2022-01-02,2022-01-04,2022-01-05,2022-01-09,Bangalore,Nagpur,Standard,Low,954.0,Long,72,12584.77,3,7,-4,0,1,1,0,On Time
ORD-01084,2023-11-05,2023-11-06,2023-11-09,2023-11-14,Bangalore,Lucknow,Economy,Low,1126.0,Long,52,10328.34,4,9,-5,1,1,11,0,On Time
ORD-01085,2023-07-10,2023-07-18,2023-07-28,2023-07-26,Hyderabad,Coimbatore,Economy,Medium,1940.0,Very Long,135,26576.74,18,16,2,0,0,7,1,Delayed
ORD-01086,2023-04-19,2023-04-22,2023-04-27,2023-04-27,Chennai,Patna,Standard,Medium,1573.0,Very Long,147,27091.8,8,8,0,0,0,4,0,On Time
ORD-01087,2023-02-28,2023-03-08,2023-03-10,2023-03-11,Pune,Lucknow,Express,Low,1437.0,Long,90,22271.13,10,11,-1,0,0,2,0,On Time
ORD-01088,2022-02-25,2022-02-28,2022-03-02,2022-03-05,Hyderabad,Indore,Standard,Medium,1353.0,Long,92,38708.66,5,8,-3,0,0,2,0,On Time
ORD-01089,2022-07-12,2022-07-15,2022-07-17,2022-07-18,Pune,Lucknow,Express,Medium,642.0,Medium,143,26074.39,5,6,-1,0,0,7,0,On Time
ORD-01090,2023-06-15,2023-06-22,2023-07-01,2023-06-27,Kolkata,Bhopal,Standard,Medium,2156.0,Very Long,78,30679.93,16,12,4,0,0,6,1,Delayed
ORD-01091,2023-01-06,2023-01-08,2023-01-09,2023-01-13,Pune,Coimbatore,Standard,Medium,177.0,Short,176,36325.45,3,7,-4,0,0,1,0,On Time
ORD-01092,2023-09-30,2023-10-05,2023-10-06,2023-10-10,Delhi,Patna,Standard,Medium,785.0,Medium,125,1738.74,6,10,-4,0,1,9,0,On Time
ORD-01093,2023-05-26,2023-05-28,2023-05-29,2023-05-31,Chennai,Jaipur,Express,High,570.0,Medium,142,28746.89,3,5,-2,0,0,5,0,On Time
ORD-01094,2023-10-03,2023-10-06,2023-10-07,2023-10-14,Mumbai,Patna,Economy,Critical,286.0,Short,131,44267.63,4,11,-7,1,0,10,0,On Time
ORD-01095,2023-03-29,2023-03-31,2023-04-08,2023-04-08,Delhi,Bhopal,Economy,High,1354.0,Long,50,1360.74,10,10,0,0,0,3,0,On Time
ORD-01096,2022-02-22,2022-02-23,2022-02-25,2022-02-24,Delhi,Surat,Same Day,Medium,1831.0,Very Long,93,20556.51,3,2,1,0,0,2,1,Delayed
ORD-01097,2022-07-28,2022-07-30,2022-07-31,2022-08-02,Bangalore,Lucknow,Express,Medium,1351.0,Long,124,46348.26,3,5,-2,0,0,7,0,On Time
ORD-01098,2022-10-01,2022-10-05,2022-10-15,2022-10-13,Bangalore,Vadodara,Economy,Medium,2101.0,Very Long,54,17981.14,14,12,2,1,1,10,1,Delayed
ORD-01099,2023-07-17,2023-07-19,2023-07-21,2023-07-24,Delhi,Patna,Standard,Low,491.0,Medium,134,23207.08,4,7,-3,0,0,7,0,On Time
ORD-01100,2022-05-15,2022-05-20,2022-05-22,2022-05-21,Hyderabad,Kochi,Same Day,Low,2126.0,Very Long,177,49086.3,7,6,1,0,1,5,1,Delayed
ORD-01101,2022-10-22,2022-10-23,2022-10-27,2022-10-31,Pune,Jaipur,Economy,High,854.0,Long,151,10366.53,5,9,-4,1,1,10,0,On Time
ORD-01102,2023-03-25,2023-03-29,2023-03-30,2023-04-03,Pune,Coimbatore,Standard,Medium,124.0,Short,78,3730.13,5,9,-4,0,1,3,0,On Time
ORD-01103,2023-12-17,2023-12-20,2023-12-25,2023-12-23,Ahmedabad,Coimbatore,Express,Medium,2225.0,Very Long,78,43041.42,8,6,2,1,1,12,1,Delayed
ORD-01104,2023-05-12,2023-05-16,2023-05-26,2023-05-24,Hyderabad,Agra,Economy,Critical,2139.0,Very Long,20,43489.03,14,12,2,0,0,5,1,Delayed
ORD-01105,2022-05-05,2022-05-09,2022-05-13,2022-05-17,Chennai,Chandigarh,Economy,Low,1429.0,Long,91,23867.85,8,12,-4,0,0,5,0,On Time
ORD-01106,2022-01-30,2022-02-03,2022-02-04,2022-02-04,Hyderabad,Indore,Same Day,Low,90.0,Short,188,25953.26,5,5,0,0,1,1,0,On Time
ORD-01107,2023-10-08,2023-10-15,2023-10-24,2023-10-20,Hyderabad,Indore,Standard,Low,2131.0,Very Long,99,41872.42,16,12,4,1,1,10,1,Delayed
ORD-01108,2023-09-16,2023-09-16,2023-09-21,2023-09-21,Hyderabad,Agra,Standard,Medium,1750.0,Very Long,173,37058.7,5,5,0,0,1,9,0,On Time
ORD-01109,2022-09-03,2022-09-08,2022-09-15,2022-09-13,Chennai,Visakhapatnam,Standard,High,1451.0,Long,189,13624.88,12,10,2,0,1,9,1,Delayed
ORD-01110,2023-12-28,2023-12-30,2023-12-31,2023-12-31,Ahmedabad,Indore,Same Day,,637.0,Medium,56,1336.22,3,3,0,1,0,12,0,On Time
ORD-01111,2022-06-12,2022-06-17,2022-06-23,2022-06-22,Chennai,Patna,Standard,Medium,1672.0,Very Long,2,24245.16,11,10,1,0,1,6,1,Delayed
ORD-01112,2022-11-15,2022-11-19,2022-11-21,2022-11-27,Kolkata,Lucknow,Economy,High,391.0,Medium,105,43016.16,6,12,-6,1,0,11,0,On Time
ORD-01113,2023-07-19,2023-07-26,2023-08-02,2023-07-31,Ahmedabad,Patna,Standard,High,2124.0,Very Long,173,44843.82,14,12,2,0,0,7,1,Delayed
ORD-01114,2022-01-15,2022-01-20,2022-01-22,2022-01-25,Kolkata,Vadodara,Standard,Critical,695.0,Medium,168,47833.2,7,10,-3,0,1,1,0,On Time
ORD-01115,2023-07-20,2023-07-26,2023-07-27,2023-07-29,Kolkata,Coimbatore,Express,High,780.0,Medium,112,44038.38,7,9,-2,0,0,7,0,On Time
ORD-01116,2023-02-22,2023-02-22,2023-02-23,2023-02-23,Kolkata,Nagpur,Same Day,Medium,217.0,Short,24,29212.16,1,1,0,0,0,2,0,On Time
ORD-01117,2022-04-06,2022-04-10,2022-04-11,2022-04-15,Pune,Kochi,Standard,Low,659.0,Medium,157,22507.98,5,9,-4,0,0,4,0,On Time
ORD-01118,2022-08-19,2022-08-21,2022-08-24,2022-08-24,Delhi,Agra,Express,Low,2365.0,Very Long,195,38855.07,5,5,0,0,0,8,0,On Time
ORD-01119,2022-04-27,2022-04-30,2022-05-02,2022-05-03,Delhi,Coimbatore,Express,Low,1822.0,Very Long,109,37121.17,5,6,-1,0,0,4,0,On Time
ORD-01120,2023-04-18,2023-04-18,2023-04-28,2023-04-23,Kolkata,Chandigarh,Standard,High,2090.0,Very Long,68,27138.1,10,5,5,0,0,4,1,Delayed
ORD-01121,2022-05-01,2022-05-05,2022-05-07,2022-05-10,Kolkata,Chandigarh,Standard,High,504.0,Medium,114,4822.7,6,9,-3,0,1,5,0,On Time
ORD-01122,2023-10-26,2023-10-27,2023-11-05,2023-11-04,Mumbai,Kochi,Economy,Medium,1758.0,Very Long,194,46341.03,10,9,1,1,0,10,1,Delayed
ORD-01123,2022-06-07,2022-06-11,2022-06-12,2022-06-14,Bangalore,Bhopal,Express,Low,751.0,Medium,84,23052.33,5,7,-2,0,0,6,0,On Time
ORD-01124,2023-05-26,2023-05-29,2023-06-04,2023-06-03,Delhi,Bhubaneswar,Standard,Medium,1649.0,Very Long,182,18485.02,9,8,1,0,0,5,1,Delayed
ORD-01125,2022-10-26,2022-10-31,2022-11-01,2022-11-08,Bangalore,Coimbatore,Economy,Critical,179.0,Short,181,31663.59,6,13,-7,1,0,10,0,On Time
ORD-01126,2023-06-06,2023-06-06,2023-06-16,2023-06-14,Bangalore,Coimbatore,Economy,Medium,1895.0,Very Long,49,33854.98,10,8,2,0,0,6,1,Delayed
ORD-01127,2023-12-24,2023-12-27,2023-12-28,2023-12-30,Mumbai,Nagpur,Express,High,1436.0,Long,32,10929.05,4,6,-2,1,1,12,0,On Time
ORD-01128,2022-10-07,2022-10-10,2022-10-12,2022-10-13,Bangalore,Jaipur,Express,High,742.0,Medium,61,41928.47,5,6,-1,1,0,10,0,On Time
ORD-01129,2023-03-02,2023-03-07,2023-03-14,2023-03-15,Ahmedabad,Chandigarh,Economy,Critical,1444.0,Long,170,14851.89,12,13,-1,0,0,3,0,On Time
ORD-01130,2023-05-10,2023-05-14,2023-05-17,2023-05-22,Mumbai,Indore,Economy,High,843.0,Long,129,9740.85,7,12,-5,0,0,5,0,On Time
ORD-01131,2023-04-29,2023-05-07,2023-05-08,2023-05-08,Bangalore,Patna,Same Day,High,78.0,Short,191,20616.79,9,9,0,0,1,4,0,On Time
ORD-01132,2022-09-07,2022-09-12,2022-09-13,2022-09-15,Bangalore,Bhopal,Express,Medium,198.0,Short,102,36662.72,6,8,-2,0,0,9,0,On Time
ORD-01133,2023-04-13,2023-04-15,2023-04-19,2023-04-18,Hyderabad,Coimbatore,Express,Low,1369.0,Long,35,48290.18,6,5,1,0,0,4,1,Delayed
ORD-01134,2023-07-19,2023-07-24,2023-07-27,2023-07-25,Bangalore,Bhubaneswar,Same Day,Medium,2108.0,Very Long,51,40559.42,8,6,2,0,0,7,1,Delayed
ORD-01135,2022-05-29,2022-06-03,2022-06-06,2022-06-08,Pune,Kochi,Standard,Low,1186.0,Long,199,47047.24,8,10,-2,0,1,5,0,On Time
ORD-01136,2023-01-28,2023-01-31,2023-02-01,2023-02-03,Ahmedabad,Surat,Express,Critical,236.0,Short,45,7459.99,4,6,-2,0,1,1,0,On Time
ORD-01137,2022-07-15,2022-07-16,2022-07-22,2022-07-24,Chennai,Jaipur,Economy,Medium,1300.0,Long,77,4023.25,7,9,-2,0,0,7,0,On Time
ORD-01138,2023-09-06,2023-09-13,2023-09-16,2023-09-16,Delhi,Bhubaneswar,Express,High,1383.0,Long,113,28106.39,10,10,0,0,0,9,0,On Time
ORD-01139,2023-06-05,2023-06-10,2023-06-11,2023-06-13,Kolkata,Visakhapatnam,Express,Medium,147.0,Short,65,14869.73,6,8,-2,0,0,6,0,On Time
ORD-01140,2022-05-20,2022-05-24,2022-05-25,2022-05-27,Bangalore,Indore,Express,Medium,104.0,Short,14,41488.72,5,7,-2,0,0,5,0,On Time
ORD-01141,2022-03-13,2022-03-16,2022-03-21,2022-03-21,Ahmedabad,Bhubaneswar,Standard,Critical,807.0,Long,93,33763.4,8,8,0,0,1,3,0,On Time
ORD-01142,2022-10-10,2022-10-17,2022-10-18,2022-10-20,Kolkata,Chandigarh,Express,Medium,455.0,Medium,131,48551.04,8,10,-2,1,0,10,0,On Time
ORD-01143,2023-03-01,2023-03-09,2023-03-10,2023-03-10,Chennai,Visakhapatnam,Same Day,Medium,2166.0,Very Long,24,13112.22,9,9,0,0,0,3,0,On Time
ORD-01144,2022-12-15,2022-12-17,2022-12-23,2022-12-22,Ahmedabad,Coimbatore,Standard,Low,1362.0,Long,65,24546.31,8,7,1,1,0,12,1,Delayed
ORD-01145,2023-06-04,2023-06-06,2023-06-15,2023-06-11,Delhi,Visakhapatnam,Standard,High,1835.0,Very Long,176,25311.4,11,7,4,0,1,6,1,Delayed
ORD-01146,2022-10-01,2022-10-02,2022-10-07,2022-10-10,Ahmedabad,Patna,Economy,Medium,800.0,Medium,138,12339.25,6,9,-3,1,1,10,0,On Time
ORD-01147,2022-01-03,2022-01-06,2022-01-10,2022-01-11,Kolkata,Kochi,Standard,Medium,1812.0,Very Long,13,29709.62,7,8,-1,0,0,1,0,On Time
ORD-01148,2022-10-17,2022-10-20,2022-10-21,2022-10-25,Kolkata,Bhubaneswar,Standard,Medium,414.0,Medium,142,22442.66,4,8,-4,1,0,10,0,On Time
ORD-01149,2022-11-02,2022-11-05,2022-11-14,2022-11-13,Hyderabad,Jaipur,Economy,High,2076.0,Very Long,100,22612.72,12,11,1,1,0,11,1,Delayed
ORD-01150,2023-08-25,2023-08-29,2023-08-30,2023-08-30,Bangalore,Bhubaneswar,Same Day,High,531.0,Medium,138,18455.46,5,5,0,0,0,8,0,On Time
ORD-01151,2023-08-17,2023-08-20,2023-08-23,2023-08-23,Mumbai,Coimbatore,Express,Medium,2298.0,Very Long,168,1338.0,6,6,0,0,0,8,0,On Time
ORD-01152,2023-11-07,2023-11-09,2023-11-10,2023-11-17,Ahmedabad,Surat,Economy,Medium,203.0,Short,151,26343.71,3,10,-7,1,0,11,0,On Time
ORD-01153,2023-05-17,2023-05-20,2023-05-24,2023-05-25,Kolkata,Bhopal,Standard,High,1574.0,Very Long,99,17094.77,7,8,-1,0,0,5,0,On Time
ORD-01154,2022-06-02,2022-06-06,2022-06-08,2022-06-07,Pune,Chandigarh,Same Day,Medium,2170.0,Very Long,55,565.33,6,5,1,0,0,6,1,Delayed
ORD-01155,2023-04-03,2023-04-06,2023-04-10,2023-04-09,Delhi,Patna,Express,Medium,2393.0,Very Long,63,15743.21,7,6,1,0,0,4,1,Delayed
ORD-01156,2023-07-06,2023-07-08,2023-07-14,2023-07-16,Pune,Indore,Economy,Medium,1090.0,Long,71,14292.1,8,10,-2,0,0,7,0,On Time
ORD-01157,2023-05-11,2023-05-13,2023-05-16,2023-05-16,Chennai,Kochi,Express,High,1714.0,Very Long,170,19975.68,5,5,0,0,0,5,0,On Time
ORD-01158,2022-12-20,2022-12-25,2022-12-26,2022-12-28,Ahmedabad,Kochi,Express,Medium,1290.0,Long,99,7026.67,6,8,-2,1,0,12,0,On Time
